created_at,updated_at,event_id,entry_id,position,percentage,id
2026-03-18 20:58:28.225962,2026-03-18 20:58:28.225962,1069,25070,1,48.8,253
2026-03-18 20:58:28.225962,2026-03-18 20:58:28.225962,1069,25073,2,23.5,254
2026-03-18 20:58:28.225962,2026-03-18 20:58:28.225962,1069,25088,3,5.8,255
2026-03-18 20:58:28.225962,2026-03-18 20:58:28.225962,1069,25079,4,3.4,256
2026-03-18 20:58:28.225962,2026-03-18 20:58:28.225962,1069,25071,5,2.3,257
2026-03-18 20:58:28.426368,2026-03-18 20:58:28.426368,1070,25089,1,21.2,258
2026-03-18 20:58:28.426368,2026-03-18 20:58:28.426368,1070,25101,2,13.8,259
2026-03-18 20:58:28.426368,2026-03-18 20:58:28.426368,1070,25100,3,11.3,260
2026-03-18 20:58:28.426368,2026-03-18 20:58:28.426368,1070,25092,4,7,261
2026-03-18 20:58:28.426368,2026-03-18 20:58:28.426368,1070,25103,5,6.1,262
2026-03-18 20:58:31.566059,2026-03-18 20:58:31.566059,1071,25119,1,27.7,263
2026-03-18 20:58:31.566059,2026-03-18 20:58:31.566059,1071,25109,2,16.8,264
2026-03-18 20:58:31.566059,2026-03-18 20:58:31.566059,1071,25115,3,13,265
2026-03-18 20:58:31.566059,2026-03-18 20:58:31.566059,1071,25110,4,7.5,266
2026-03-18 20:58:31.566059,2026-03-18 20:58:31.566059,1071,25121,5,7,267
2026-03-18 20:58:31.915378,2026-03-18 20:58:31.915378,1072,25135,1,32.3,268
2026-03-18 20:58:31.915378,2026-03-18 20:58:31.915378,1072,25131,2,15.5,269
2026-03-18 20:58:31.915378,2026-03-18 20:58:31.915378,1072,25129,3,13.9,270
2026-03-18 20:58:31.915378,2026-03-18 20:58:31.915378,1072,25132,4,7.2,271
2026-03-18 20:58:31.915378,2026-03-18 20:58:31.915378,1072,25139,5,4.9,272
2026-03-18 20:58:32.095539,2026-03-18 20:58:32.095539,1073,25152,1,15.4,273
2026-03-18 20:58:32.095539,2026-03-18 20:58:32.095539,1073,25150,2,12.2,274
2026-03-18 20:58:32.095539,2026-03-18 20:58:32.095539,1073,25151,3,10.6,275
2026-03-18 20:58:32.095539,2026-03-18 20:58:32.095539,1073,25164,4,10.3,276
2026-03-18 20:58:32.095539,2026-03-18 20:58:32.095539,1073,25161,5,10,277
2026-03-18 20:58:32.298878,2026-03-18 20:58:32.298878,1074,25169,1,22.6,278
2026-03-18 20:58:32.298878,2026-03-18 20:58:32.298878,1074,25170,2,19.7,279
2026-03-18 20:58:32.298878,2026-03-18 20:58:32.298878,1074,25172,3,12.3,280
2026-03-18 20:58:32.298878,2026-03-18 20:58:32.298878,1074,25188,4,7.3,281
2026-03-18 20:58:32.298878,2026-03-18 20:58:32.298878,1074,25175,5,6.5,282
2026-03-18 20:58:32.44487,2026-03-18 20:58:32.44487,1075,25196,1,23.6,283
2026-03-18 20:58:32.44487,2026-03-18 20:58:32.44487,1075,25197,2,17.3,284
2026-03-18 20:58:32.44487,2026-03-18 20:58:32.44487,1075,25193,3,14,285
2026-03-18 20:58:32.44487,2026-03-18 20:58:32.44487,1075,25192,4,12.1,286
2026-03-18 20:58:32.44487,2026-03-18 20:58:32.44487,1075,25190,5,9,287
2026-03-18 20:58:32.615252,2026-03-18 20:58:32.615252,1076,25219,1,41.9,288
2026-03-18 20:58:32.615252,2026-03-18 20:58:32.615252,1076,25215,2,18.1,289
2026-03-18 20:58:32.615252,2026-03-18 20:58:32.615252,1076,25211,3,9.1,290
2026-03-18 20:58:32.615252,2026-03-18 20:58:32.615252,1076,25210,4,4.9,291
2026-03-18 20:58:32.615252,2026-03-18 20:58:32.615252,1076,25212,5,3.5,292
2026-03-18 20:58:32.842014,2026-03-18 20:58:32.842014,1077,25229,1,22.9,293
2026-03-18 20:58:32.842014,2026-03-18 20:58:32.842014,1077,25238,2,19,294
2026-03-18 20:58:32.842014,2026-03-18 20:58:32.842014,1077,25236,3,14,295
2026-03-18 20:58:32.842014,2026-03-18 20:58:32.842014,1077,25230,4,8.4,296
2026-03-18 20:58:32.842014,2026-03-18 20:58:32.842014,1077,25232,5,6.9,297
2026-03-18 20:58:33.036079,2026-03-18 20:58:33.036079,1078,25255,1,28.4,298
2026-03-18 20:58:33.036079,2026-03-18 20:58:33.036079,1078,25259,2,13.1,299
2026-03-18 20:58:33.036079,2026-03-18 20:58:33.036079,1078,25249,3,12.4,300
2026-03-18 20:58:33.036079,2026-03-18 20:58:33.036079,1078,25253,4,7.8,301
2026-03-18 20:58:33.036079,2026-03-18 20:58:33.036079,1078,25260,5,7.2,302
2026-03-18 20:58:33.209153,2026-03-18 20:58:33.209153,1079,25270,1,31.6,303
2026-03-18 20:58:33.209153,2026-03-18 20:58:33.209153,1079,25284,2,15.7,304
2026-03-18 20:58:33.209153,2026-03-18 20:58:33.209153,1079,25269,3,9.2,305
2026-03-18 20:58:33.209153,2026-03-18 20:58:33.209153,1079,25281,4,8.5,306
2026-03-18 20:58:33.209153,2026-03-18 20:58:33.209153,1079,25277,5,7.7,307
2026-03-18 20:58:33.417146,2026-03-18 20:58:33.417146,1080,25292,1,34.5,308
2026-03-18 20:58:33.417146,2026-03-18 20:58:33.417146,1080,25289,2,13.4,309
2026-03-18 20:58:33.417146,2026-03-18 20:58:33.417146,1080,25290,3,12.9,310
